good,prop_data,run,n_checklists,n_sightings,mse,auc,threshold,kappa,sensitivity,specificity,n_checklists_log,n_sightings_log
TRUE,0.1,11,944,106,0.11938,0.74764,0.01,0.21579,0.3178,0.90438,2.974971994298069,2.0253058652647704
FALSE,0.1,11,6069,274,0.10618,0.68748,0.33,0.15811,0.16102,0.96056,3.7831171374904673,2.437750562820388
TRUE,0.2,11,1889,201,0.11277,0.74667,0.02,0.24215,0.27966,0.93787,3.2762319579218335,2.303196057420489
FALSE,0.2,11,12138,560,0.10082,0.69704,0.09,0.18327,0.35593,0.86224,4.084147133154448,2.7481880270062002
TRUE,0.30000000000000004,11,2833,308,0.11496,0.74496,0.02,0.24325,0.27966,0.93841,3.452246574520437,2.4885507165004443
FALSE,0.30000000000000004,11,18208,856,0.10148,0.72859,0.06,0.20833,0.4661,0.82118,4.260262244714977,2.932473764677153
TRUE,0.4,11,3778,380,0.11058,0.77231,0.01,0.28539,0.38136,0.91248,3.577261953585815,2.57978359661681
FALSE,0.4,11,24277,1114,0.10074,0.70817,0.06,0.19851,0.41949,0.83847,4.38519501831988,3.04688519083771
TRUE,0.5,11,4722,512,0.10652,0.78375,0.03,0.29865,0.39831,0.91194,3.674125982742708,2.709269960975831
FALSE,0.5,11,30346,1412,0.09945,0.71439,0.14,0.19454,0.31356,0.89357,4.482101453486599,3.149834696715785
TRUE,0.6,11,5666,617,0.10476,0.79503,0.17,0.31353,0.34746,0.94057,3.7532765701844184,2.7902851640332416
FALSE,0.6,11,36415,1664,0.10019,0.72781,0.06,0.2089,0.46186,0.82388,4.561280314290289,3.2211533219547053
TRUE,0.7000000000000001,11,6611,714,0.10578,0.78632,0.01,0.30008,0.44915,0.89087,3.8202671571609645,2.8536982117761744
FALSE,0.7000000000000001,11,42484,1970,0.09798,0.73751,0.05,0.22975,0.5,0.82064,4.6282254001672145,3.294466226161593
TRUE,0.8,11,7555,842,0.10413,0.79357,0.1,0.32889,0.38136,0.93355,3.878234468675044,2.9253120914996495
FALSE,0.8,11,48554,2244,0.09825,0.73655,0.07,0.24199,0.4661,0.84657,4.6862250139838615,3.3510228525841237
TRUE,0.9,11,8500,934,0.1027,0.80202,0.03,0.34477,0.44915,0.9141,3.929418925714293,2.9703468762300935
FALSE,0.9,11,54623,2515,0.09827,0.73506,0.07,0.20631,0.41949,0.84441,4.737375548745249,3.400537989391946
TRUE,1,11,9444,1028,0.10437,0.80242,0.02,0.333,0.45763,0.90492,3.9751559784066894,3.011993114659257
FALSE,1,11,60692,2807,0.09806,0.73882,0.07,0.22717,0.45763,0.84009,4.78313144915058,3.448242412634439
TRUE,0.1,12,944,104,0.12414,0.55137,0.055,0.12377,0.11441,0.97299,2.974971994298069,2.0170333392987803
FALSE,0.1,12,6069,272,0.11015,0.70779,0.04,0.18344,0.43644,0.81686,3.7831171374904673,2.4345689040341987
TRUE,0.2,12,1889,195,0.10718,0.74707,0.01,0.26567,0.34322,0.9195,3.2762319579218335,2.290034611362518
FALSE,0.2,12,12138,586,0.10296,0.71504,0.04,0.18077,0.46186,0.80011,4.084147133154448,2.767897616018091
TRUE,0.30000000000000004,12,2833,336,0.11136,0.76413,0.09,0.26835,0.32627,0.92869,3.452246574520437,2.526339277389844
FALSE,0.30000000000000004,12,18208,853,0.10313,0.71488,0.05,0.19571,0.46186,0.81307,4.260262244714977,2.930949031167523
TRUE,0.4,12,3778,398,0.10901,0.76355,0.02,0.27155,0.34746,0.92058,3.577261953585815,2.5998830720736876
FALSE,0.4,12,24277,1135,0.10075,0.71994,0.1,0.20969,0.38136,0.8671,4.38519501831988,3.0549958615291417
TRUE,0.5,12,4722,511,0.1051,0.78478,0.02,0.30361,0.40678,0.91086,3.674125982742708,2.708420900134713
FALSE,0.5,12,30346,1375,0.09867,0.71801,0.06,0.22571,0.45763,0.83901,4.482101453486599,3.1383026981662816
TRUE,0.6,12,5666,610,0.10381,0.78616,0.01,0.29589,0.42373,0.89951,3.7532765701844184,2.785329835010767
FALSE,0.6,12,36415,1705,0.09871,0.72715,0.07,0.21767,0.44492,0.83955,4.561280314290289,3.2317243833285163
TRUE,0.7000000000000001,12,6611,704,0.10186,0.7937,0.05,0.34009,0.38983,0.93517,3.8202671571609645,2.847572659142112
FALSE,0.7000000000000001,12,42484,1926,0.09737,0.7334,0.18,0.2231,0.28814,0.92382,4.6282254001672145,3.2846562827885157
TRUE,0.8,12,7555,812,0.10378,0.78987,0.03,0.31933,0.39831,0.9222,3.878234468675044,2.9095560292411755
FALSE,0.8,12,48554,2204,0.09882,0.73259,0.19,0.21269,0.26695,0.92923,4.6862250139838615,3.3432115901797474
TRUE,0.9,12,8500,911,0.10317,0.79637,0.03,0.3407,0.41525,0.92545,3.929418925714293,2.9595183769729982
FALSE,0.9,12,54623,2516,0.09842,0.7359,0.09,0.21234,0.39407,0.86224,4.737375548745249,3.400710636773231
TRUE,1,12,9444,1028,0.10237,0.80066,0.12,0.34048,0.35593,0.94868,3.9751559784066894,3.011993114659257
FALSE,1,12,60692,2807,0.09791,0.73731,0.05,0.22361,0.50424,0.81361000000000006,4.78313144915058,3.448242412634439
TRUE,0.1,13,944,111,0.12841,0.56488,0.5,0.16543,0.16525,0.96164,2.974971994298069,2.0453229787866576
FALSE,0.1,13,6069,280,0.10964,0.6771,0.02,0.14368,0.50424,0.73744,3.7831171374904673,2.4471580313422194
TRUE,0.2,13,1889,212,0.11097,0.76715,0.03,0.27185,0.2839,0.94976,3.2762319579218335,2.326335860928751
FALSE,0.2,13,12138,552,0.10098,0.6994,0.2,0.20111,0.25424,0.92977,4.084147133154448,2.741939077729199
TRUE,0.30000000000000004,13,2833,316,0.10606,0.77037,0.09,0.27258,0.3178,0.93463,3.452246574520437,2.499687082618404
FALSE,0.30000000000000004,13,18208,800,0.10109,0.71461,0.31,0.19301,0.21186,0.94868,4.260262244714977,2.9030899869919438
TRUE,0.4,13,3778,408,0.10748,0.77136,0.03,0.28016,0.35593,0.92112,3.577261953585815,2.61066016308988
FALSE,0.4,13,24277,1139,0.10209,0.71125,0.04,0.19698,0.49153,0.79795,4.38519501831988,3.0565237240791006
TRUE,0.5,13,4722,490,0.1059,0.77408,0.05,0.27535,0.31356,0.93787,3.674125982742708,2.690196080028514
FALSE,0.5,13,30346,1370,0.0976,0.73047,0.26,0.21744,0.24576,0.94273,4.482101453486599,3.1367205671564067
TRUE,0.6,13,5666,617,0.10497,0.79308,0.06,0.31828,0.38136,0.92869,3.7532765701844184,2.7902851640332416
FALSE,0.6,13,36415,1683,0.09873,0.72237,0.03,0.19381,0.54237,0.76715,4.561280314290289,3.226084115975824
TRUE,0.7000000000000001,13,6611,723,0.10444,0.79702,0.02,0.37013,0.5,0.90708,3.8202671571609645,2.859138297294531
FALSE,0.7000000000000001,13,42484,1968,0.09908,0.72765,0.05,0.20106,0.4661,0.81524,4.6282254001672145,3.2940250940953226
TRUE,0.8,13,7555,807,0.10688,0.79188,0.02,0.32232,0.4322,0.90978,3.878234468675044,2.90687353472207
FALSE,0.8,13,48554,2239,0.09885,0.73065,0.08,0.21579,0.41525,0.85359,4.6862250139838615,3.3500540935790304
TRUE,0.9,13,8500,935,0.10448,0.79836,0.01,0.33433,0.4322,0.91572,3.929418925714293,2.9708116108725178
FALSE,0.9,13,54623,2515,0.09778,0.73369,0.05,0.21958,0.5,0.81253,4.737375548745249,3.400537989391946
TRUE,1,13,9444,1028,0.10335,0.80259,0.06,0.32885,0.40678,0.92328,3.9751559784066894,3.011993114659257
FALSE,1,13,60692,2807,0.09805,0.73596,0.06,0.21865,0.47034,0.82712,4.78313144915058,3.448242412634439
TRUE,0.1,14,944,104,0.11666,0.74566,0.01,0.20215,0.19915,0.96002,2.974971994298069,2.0170333392987803
FALSE,0.1,14,6069,325,0.10639,0.70613,0.04,0.1975,0.50424,0.79146,3.7831171374904673,2.5118833609788744
TRUE,0.2,14,1889,192,0.11566,0.75898,0.01,0.25327,0.31356,0.92707,3.2762319579218335,2.2833012287035497
FALSE,0.2,14,12138,586,0.10166,0.70163,0.11,0.21013,0.33898,0.88979,4.084147133154448,2.767897616018091
TRUE,0.30000000000000004,14,2833,294,0.10912,0.77226,0.03,0.2482,0.27119,0.94489,3.452246574520437,2.4683473304121573
FALSE,0.30000000000000004,14,18208,854,0.10217,0.7154,0.06,0.19431,0.4322,0.8282,4.260262244714977,2.931457870689005
TRUE,0.4,14,3778,408,0.11038,0.77046,0.06,0.27174,0.30508,0.94003,3.577261953585815,2.61066016308988
FALSE,0.4,14,24277,1139,0.10267,0.70113,0.07,0.18807,0.39407,0.84441,4.38519501831988,3.0565237240791006
TRUE,0.5,14,4722,529,0.10948,0.78651,0.03,0.28006,0.33051,0.93247,3.674125982742708,2.7234556720351857
FALSE,0.5,14,30346,1370,0.09951,0.73767,0.04,0.2191,0.52119,0.80119,4.482101453486599,3.1367205671564067
TRUE,0.6,14,5666,643,0.10222,0.7877,0.12,0.3283,0.36864,0.93841,3.7532765701844184,2.808210972924222
FALSE,0.6,14,36415,1681,0.09827,0.73708,0.06,0.22637,0.47881,0.82874,4.561280314290289,3.225567713439471
TRUE,0.7000000000000001,14,6611,718,0.10389,0.80366,0.11,0.3565,0.36864,0.9503,3.8202671571609645,2.8561244442423
FALSE,0.7000000000000001,14,42484,1989,0.09879,0.72187,0.23,0.20921,0.25424,0.93409,4.6282254001672145,3.2986347831244354
TRUE,0.8,14,7555,810,0.10357,0.79564,0.13,0.32494,0.35169,0.94381,3.878234468675044,2.90848501887865
FALSE,0.8,14,48554,2259,0.09809,0.7339,0.05,0.2183,0.50424,0.80929,4.6862250139838615,3.353916230920363
TRUE,0.9,14,8500,930,0.10175,0.80259,0.09,0.32369,0.35169,0.94327,3.929418925714293,2.9684829485539352
FALSE,0.9,14,54623,2538,0.09792,0.73322,0.06,0.22082,0.48305,0.82226,4.737375548745249,3.404491617758686
TRUE,1,14,9444,1028,0.10438,0.79613,0.16,0.33659,0.35593,0.94706,3.9751559784066894,3.011993114659257
FALSE,1,14,60692,2807,0.09789,0.7369,0.06,0.22637,0.47881,0.82874,4.78313144915058,3.448242412634439
TRUE,0.1,15,944,115,0.12284,0.73904,0.5,0.22973,0.24153,0.95084,2.974971994298069,2.060697840353612
FALSE,0.1,15,6069,293,0.10619,0.68909,0.14,0.15965,0.27542,0.89249,3.7831171374904673,2.4668676203541096
TRUE,0.2,15,1889,249,0.11369,0.7696,0.03,0.28804,0.42373,0.89519,3.2762319579218335,2.3961993470957363
FALSE,0.2,15,12138,565,0.10305,0.70105,0.09,0.16516,0.31356,0.87358,4.084147133154448,2.7520484478194387
TRUE,0.30000000000000004,15,2833,292,0.11161,0.76873,0.01,0.24993,0.33475,0.91518,3.452246574520437,2.4653828514484184
FALSE,0.30000000000000004,15,18208,852,0.10187,0.70743,0.11,0.17591,0.33051,0.87142,4.260262244714977,2.9304395947667
TRUE,0.4,15,3778,405,0.10467,0.78571,0.03,0.30961,0.37288,0.92815,3.577261953585815,2.6074550232146687
FALSE,0.4,15,24277,1138,0.09996,0.7195,0.09,0.19738,0.36441,0.86764,4.38519501831988,3.056142262059052
TRUE,0.5,15,4722,509,0.1104,0.76632,0.01,0.25328,0.39407,0.88871,3.674125982742708,2.7067177823367587
FALSE,0.5,15,30346,1376,0.09984,0.72897,0.07,0.21617,0.44068,0.84063,4.482101453486599,3.1386184338994925
TRUE,0.6,15,5666,627,0.10714,0.77758,0.11,0.32367,0.37288,0.93463,3.7532765701844184,2.7972675408307164
FALSE,0.6,15,36415,1677,0.09826,0.73354,0.13,0.23129,0.35169,0.89627,4.561280314290289,3.2245330626060857
TRUE,0.7000000000000001,15,6611,705,0.10023,0.78209,0.09,0.31661,0.33898,0.94543,3.8202671571609645,2.848189116991399
FALSE,0.7000000000000001,15,42484,1961,0.09863,0.72908,0.08,0.21887,0.41949,0.85359,4.6282254001672145,3.292477593667784
TRUE,0.8,15,7555,851,0.10529,0.78726,0.03,0.31676,0.42797,0.9087,3.878234468675044,2.929929560084588
FALSE,0.8,15,48554,2273,0.0975,0.73974,0.09,0.225,0.41949,0.85791,4.6862250139838615,3.356599435724971
TRUE,0.9,15,8500,937,0.10113,0.80122,0.03,0.34907,0.42373,0.92599,3.929418925714293,2.971739590887778
FALSE,0.9,15,54623,2517,0.09805,0.73774,0.07,0.22571,0.45763,0.83901,4.737375548745249,3.4008832155483626
TRUE,1,15,9444,1028,0.10489,0.80326,0.05,0.34771,0.40678,0.93193,3.9751559784066894,3.011993114659257
FALSE,1,15,60692,2807,0.098,0.73636,0.05,0.22361,0.50424,0.81361000000000006,4.78313144915058,3.448242412634439
TRUE,0.1,16,944,103,0.12171,0.5263,0.5,0.07009,0.06356,0.98217,2.974971994298069,2.012837224705172
FALSE,0.1,16,6069,295,0.10599,0.68188,0.265,0.13747,0.16525,0.94706,3.7831171374904673,2.469822015978163
TRUE,0.2,16,1889,224,0.11363,0.76372,0.01,0.25122,0.36441,0.90167,3.2762319579218335,2.3502480183341627
FALSE,0.2,16,12138,571,0.10247,0.71257,0.08,0.19747,0.38136,0.85845,4.084147133154448,2.756636108245848
TRUE,0.30000000000000004,16,2833,282,0.10748,0.7697,0.01,0.27004,0.39407,0.89843,3.452246574520437,2.450249108319361
FALSE,0.30000000000000004,16,18208,887,0.10169,0.6998,0.13,0.18733,0.33898,0.87466,4.260262244714977,2.9479236198317262
TRUE,0.4,16,3778,423,0.10739,0.77714,0.04,0.30505,0.38559,0.92058,3.577261953585815,2.6263403673750423
FALSE,0.4,16,24277,1153,0.1011,0.72595,0.05,0.20409,0.47881,0.81091,4.38519501831988,3.061829307294699
TRUE,0.5,16,4722,516,0.11028,0.78185,0.02,0.30323,0.38983,0.91788,3.674125982742708,2.7126497016272113
FALSE,0.5,16,30346,1386,0.09877,0.72179,0.26,0.21598,0.22881,0.95084,4.482101453486599,3.141763230275788
TRUE,0.6,16,5666,609,0.10426,0.79333,0.02,0.33068,0.42373,0.91734,3.7532765701844184,2.784617292632875
FALSE,0.6,16,36415,1657,0.09867,0.72751,0.08,0.2149,0.40678,0.85737,4.561280314290289,3.219322508419337
TRUE,0.7000000000000001,16,6611,711,0.10543,0.79461,0.17,0.31631,0.3178,0.95408,3.8202671571609645,2.851869600729766
FALSE,0.7000000000000001,16,42484,1937,0.09772,0.72994,0.06,0.21094,0.46186,0.8255,4.6282254001672145,3.287129620719111
TRUE,0.8,16,7555,838,0.10346,0.79983,0.02,0.33271,0.44915,0.90816,3.878234468675044,2.9232440186302764
FALSE,0.8,16,48554,2233,0.09909,0.72938,0.06,0.22706,0.48305,0.82712,4.6862250139838615,3.348888723071438
TRUE,0.9,16,8500,922,0.10497,0.79368,0.04,0.32809,0.41525,0.9195,3.929418925714293,2.9647309210536292
FALSE,0.9,16,54623,2513,0.09784,0.73748,0.09,0.21708,0.39831,0.86332,4.737375548745249,3.400192488592576
TRUE,1,16,9444,1028,0.10704,0.79497,0.05,0.33462,0.40678,0.92599,3.9751559784066894,3.011993114659257
FALSE,1,16,60692,2807,0.09807,0.73572,0.06,0.22074,0.47034,0.82874,4.78313144915058,3.448242412634439
TRUE,0.1,17,944,104,0.13431,0.57245,0.075,0.15651,0.16949,0.95462,2.974971994298069,2.0170333392987803
FALSE,0.1,17,6069,269,0.10409,0.69539,0.24,0.15457,0.18644,0.94327,3.7831171374904673,2.429752280002408
TRUE,0.2,17,1889,208,0.10811,0.76447,0.01,0.28363,0.45339,0.87952,3.2762319579218335,2.3180633349627615
FALSE,0.2,17,12138,553,0.10354,0.71517,0.11,0.19392,0.33051,0.88385,4.084147133154448,2.7427251313046983
TRUE,0.30000000000000004,17,2833,323,0.109,0.77086,0.13,0.28526,0.3178,0.94057,3.452246574520437,2.509202522331103
FALSE,0.30000000000000004,17,18208,864,0.10073,0.70967,0.09,0.19278,0.38983,0.85035,4.260262244714977,2.936513742478893
TRUE,0.4,17,3778,407,0.10919,0.76438,0.04,0.28069,0.35169,0.92328,3.577261953585815,2.60959440922522
FALSE,0.4,17,24277,1188,0.09839,0.72129,0.12,0.20408,0.35593,0.87682,4.38519501831988,3.074816440645175
TRUE,0.5,17,4722,503,0.10624,0.77764,0.06,0.29139,0.33898,0.93409,3.674125982742708,2.7015679850559273
FALSE,0.5,17,30346,1400,0.09845,0.72889,0.08,0.22262,0.40254,0.86494,4.482101453486599,3.146128035678238
TRUE,0.6,17,5666,603,0.10434,0.786,0.02,0.32079,0.42373,0.91248,3.7532765701844184,2.780317312140151
FALSE,0.6,17,36415,1670,0.0988,0.72809,0.11,0.21393,0.35593,0.88331,4.561280314290289,3.2227164711475833
TRUE,0.7000000000000001,17,6611,691,0.10428,0.79255,0.05,0.33644,0.38983,0.93355,3.8202671571609645,2.8394780473741985
FALSE,0.7000000000000001,17,42484,1958,0.09935,0.72697,0.04,0.20279,0.51695,0.7893,4.6282254001672145,3.291812687467119
TRUE,0.8,17,7555,799,0.10533,0.79981,0.215,0.31287,0.33898,0.94381,3.878234468675044,2.902546779313991
FALSE,0.8,17,48554,2277,0.09799,0.735,0.07,0.22132,0.44915,0.84009,4.6862250139838615,3.3573630306151427
TRUE,0.9,17,8500,929,0.10395,0.79928,0.02,0.34185,0.47034,0.90438,3.929418925714293,2.968015713993642
FALSE,0.9,17,54623,2500,0.09797,0.73624,0.06,0.2193,0.4661,0.82982,4.737375548745249,3.3979400086720375
TRUE,1,17,9444,1028,0.10564,0.7979,0.01,0.34043,0.45339,0.91032,3.9751559784066894,3.011993114659257
FALSE,1,17,60692,2807,0.09784,0.73737,0.07,0.22281,0.45763,0.83684,4.78313144915058,3.448242412634439
TRUE,0.1,18,944,98,0.11355,0.53996,0.9,0.12608,0.09322,0.98811,2.974971994298069,1.9912260756924949
FALSE,0.1,18,6069,273,0.1089,0.68674,0.03,0.13792,0.41102,0.79038,3.7831171374904673,2.436162647040756
TRUE,0.2,18,1889,217,0.10891,0.77053,0.02,0.25527,0.33051,0.92004,3.2762319579218335,2.3364597338485296
FALSE,0.2,18,12138,533,0.10576,0.70459,0.02,0.16722,0.64407,0.68017,4.084147133154448,2.7267272090265724
TRUE,0.30000000000000004,18,2833,297,0.10769,0.76069,0.05,0.28234,0.29661,0.94868,3.452246574520437,2.4727564493172123
FALSE,0.30000000000000004,18,18208,805,0.09939,0.72508,0.05,0.22718,0.45339,0.84225,4.260262244714977,2.9057958803678687
TRUE,0.4,18,3778,406,0.10585,0.74677,0.15,0.27928,0.29237,0.94922,3.577261953585815,2.6085260335771943
FALSE,0.4,18,24277,1113,0.09866,0.73528,0.06,0.22066,0.45763,0.83522,4.38519501831988,3.0464951643347082
TRUE,0.5,18,4722,507,0.11108,0.70462,0.01,0.28233,0.31356,0.94111,3.674125982742708,2.705007959333336
FALSE,0.5,18,30346,1396,0.09984,0.72907,0.05,0.20587,0.49576,0.80335,4.482101453486599,3.144885418287142
TRUE,0.6,18,5666,611,0.10689,0.78625,0.01,0.31167,0.41525,0.9114,3.7532765701844184,2.786041210242554
FALSE,0.6,18,36415,1700,0.09814,0.73617,0.11,0.21684,0.38136,0.87196,4.561280314290289,3.230448921378274
TRUE,0.7000000000000001,18,6611,711,0.10577,0.78637,0.01,0.31246,0.45763,0.89411,3.8202671571609645,2.851869600729766
FALSE,0.7000000000000001,18,42484,1934,0.0993,0.72224,0.09,0.20623,0.39407,0.85791,4.6282254001672145,3.286456469746983
TRUE,0.8,18,7555,824,0.10331,0.79377,0.01,0.32791,0.46186,0.90059,3.878234468675044,2.9159272116971158
FALSE,0.8,18,48554,2258,0.09857,0.73421,0.08,0.21816,0.42373,0.85089,4.6862250139838615,3.353723937588949
TRUE,0.9,18,8500,927,0.10171,0.80144,0.27,0.3511,0.35169,0.95462,3.929418925714293,2.967079734144497
FALSE,0.9,18,54623,2540,0.0985,0.73127,0.07,0.217,0.44915,0.83684,4.737375548745249,3.404833716619938
TRUE,1,18,9444,1028,0.10342,0.80196,0.01,0.34113,0.48729,0.89735,3.9751559784066894,3.011993114659257
FALSE,1,18,60692,2807,0.09802,0.73869,0.06,0.22779,0.47881,0.82982,4.78313144915058,3.448242412634439
TRUE,0.1,19,944,102,0.10964,0.75098,0.01,0.22076,0.25,0.94219,2.974971994298069,2.0086001717619175
FALSE,0.1,19,6069,272,0.10648,0.6942,0.15,0.19137,0.26695,0.91734,3.7831171374904673,2.4345689040341987
TRUE,0.2,19,1889,201,0.10578,0.76945,0.01,0.26089,0.37712,0.90113,3.2762319579218335,2.303196057420489
FALSE,0.2,19,12138,581,0.10205,0.70498,0.16,0.1917,0.2839,0.90816,4.084147133154448,2.7641761323903307
TRUE,0.30000000000000004,19,2833,323,0.11149,0.77896,0.01,0.28629,0.33475,0.93355,3.452246574520437,2.509202522331103
FALSE,0.30000000000000004,19,18208,834,0.10084,0.70726,0.07,0.19184,0.39831,0.84495,4.260262244714977,2.921166050637739
TRUE,0.4,19,3778,427,0.10919,0.78057,0.01,0.27562,0.41525,0.89195,3.577261953585815,2.630427875025024
FALSE,0.4,19,24277,1149,0.10045,0.71506,0.06,0.21054,0.47458,0.81848,4.38519501831988,3.060320028688285
TRUE,0.5,19,4722,529,0.10837,0.78314,0.01,0.30667,0.4322,0.90167,3.674125982742708,2.7234556720351857
FALSE,0.5,19,30346,1390,0.09975,0.72854,0.03,0.19937,0.55508,0.76553,4.482101453486599,3.143014800254095
TRUE,0.6,19,5666,625,0.10406,0.78709,0.03,0.30068,0.38559,0.91842,3.7532765701844184,2.7958800173440754
FALSE,0.6,19,36415,1701,0.09775,0.73259,0.07,0.22355,0.47034,0.8309,4.561280314290289,3.230704313612569
TRUE,0.7000000000000001,19,6611,733,0.10679,0.78551,0.11,0.29385,0.30932,0.94814,3.8202671571609645,2.8651039746411278
FALSE,0.7000000000000001,19,42484,1973,0.09877,0.72598,0.08,0.21573,0.41102,0.85575,4.6282254001672145,3.295127085252191
TRUE,0.8,19,7555,835,0.1032,0.79802,0.07,0.33197,0.39831,0.92815,3.878234468675044,2.921686475483602
FALSE,0.8,19,48554,2276,0.09846,0.73248,0.05,0.21438,0.50424,0.80605,4.6862250139838615,3.3571722577230334
TRUE,0.9,19,8500,919,0.10514,0.79846,0.03,0.34089,0.42373,0.9222,3.929418925714293,2.9633155113861114
FALSE,0.9,19,54623,2547,0.09816,0.73531,0.04,0.22431,0.55508,0.78822,4.737375548745249,3.406028944963615
TRUE,1,19,9444,1028,0.10142,0.80904,0.06,0.33765,0.38983,0.93409,3.9751559784066894,3.011993114659257
FALSE,1,19,60692,2807,0.09801,0.73654,0.07,0.22644,0.45763,0.83955,4.78313144915058,3.448242412634439
TRUE,0.1,20,944,111,0.1221,0.7401,0.03,0.20266,0.2839,0.91464,2.974971994298069,2.0453229787866576
FALSE,0.1,20,6069,301,0.10864,0.68208,0.06,0.15009,0.36441,0.8309,3.7831171374904673,2.4785664955938436
TRUE,0.2,20,1889,211,0.11179,0.74903,0.02,0.24747,0.2839,0.93841,3.2762319579218335,2.3242824552976926
FALSE,0.2,20,12138,566,0.10111,0.72493,0.09,0.20735,0.38136,0.86548,4.084147133154448,2.7528164311882715
TRUE,0.30000000000000004,20,2833,327,0.11472,0.76567,0.02,0.26726,0.32627,0.92815,3.452246574520437,2.514547752660286
FALSE,0.30000000000000004,20,18208,864,0.10144,0.70839,0.07,0.18695,0.39831,0.84117,4.260262244714977,2.936513742478893
TRUE,0.4,20,3778,408,0.10675,0.78286,0.01,0.33544,0.50424,0.88763,3.577261953585815,2.61066016308988
FALSE,0.4,20,24277,1103,0.09822,0.72452,0.15,0.23153,0.33475,0.90492,4.38519501831988,3.0425755124401905
TRUE,0.5,20,4722,509,0.10323,0.78299,0.02,0.31624,0.40254,0.91896,3.674125982742708,2.7067177823367587
FALSE,0.5,20,30346,1372,0.09994,0.72531,0.04,0.21117,0.50424,0.80335,4.482101453486599,3.137354111370733
TRUE,0.6,20,5666,598,0.10951,0.77948,0.01,0.30678,0.40678,0.91248,3.7532765701844184,2.776701183988411
FALSE,0.6,20,36415,1713,0.09896,0.73326,0.07,0.22071,0.4661,0.8309,4.561280314290289,3.2337573629655103
TRUE,0.7000000000000001,20,6611,729,0.10724,0.79325,0.05,0.32553,0.38559,0.93031,3.8202671571609645,2.8627275283179747
FALSE,0.7000000000000001,20,42484,1986,0.09787,0.73389,0.06,0.20778,0.47034,0.81848,4.6282254001672145,3.2979792441593623
TRUE,0.8,20,7555,822,0.10422,0.78855,0.16,0.30856,0.3178,0.95084,3.878234468675044,2.9148718175400505
FALSE,0.8,20,48554,2236,0.09824,0.73258,0.07,0.22277,0.44492,0.84333,4.6862250139838615,3.3494717992143856
TRUE,0.9,20,8500,916,0.10298,0.7955,0.03,0.33351,0.44068,0.91194,3.929418925714293,2.9618954736678504
FALSE,0.9,20,54623,2513,0.09796,0.7359,0.07,0.2213,0.44492,0.84225,4.737375548745249,3.400192488592576
TRUE,1,20,9444,1028,0.10266,0.79901,0.07,0.34254,0.38983,0.93625,3.9751559784066894,3.011993114659257
FALSE,1,20,60692,2807,0.09786,0.73824,0.07,0.22281,0.45763,0.83684,4.78313144915058,3.448242412634439
